id,name,original_address,current_google_name,current_google_address,google_place_id,google_name_he,google_name_lang_he,google_address_he,google_short_address_he,address_has_hebrew_he,google_name_en,google_name_lang_en,google_address_en,google_short_address_en,address_has_hebrew_en
3333,עופר פלאפל,"עמק דותן 66, מודיעין והסביבה, Israel",עופר פלאפל,"דונה סנטר, Shmu'el ha-Navi St 6, Modi'in-Maccabim-Re'ut, Israel",ChIJNRBm8a_NAhUR19iSXeJE9Y4,Felafel Ofer,iw,"דונה סנטר, Shmu'el ha-Navi St 6, Modi'in-Maccabim-Re'ut","דונה סנטר, שמואל הנביא 6, מודיעין מכבים רעות",yes,עופר פלאפל,en,"דונה סנטר, Shmu'el ha-Navi St 6, Modi'in-Maccabim-Re'ut","דונה סנטר, Shmu'el HaNavi 6, Modi'in Makabim-Re'ut",yes
3337,בית הבורגר,"קרן היסוד 20, בת ים, Israel",בית הבורגר,"Keren HaYesod St 20, Bat Yam, Israel",ChIJnWIXTRezAhURFr2ctQXaCWw,בית הבורגר,iw,"קרן היסוד 20, בת ים","קרן היסוד 20, בת ים",yes,בית הבורגר,iw,"Keren HaYesod St 20, Bat Yam","Keren HaYesod 20, Bat Yam",no
3338,"ד""ר פיצה","מורדי הגטאות 42, שיכון המזרח, ראשון לציון, Israel",Dr Pizza,"Mordei ha-Geta'ot St 42, Rishon LeZion, Israel",ChIJxeMQ68u1AhURXJzQAhLnEj4,"ד""ר פיצה",iw,"מורדי הגטאות 42, ראשון לציון","מורדי הגטאות 42, ראשון לציון",yes,Dr Pizza,en,"Mordei ha-Geta'ot St 42, Rishon LeZion","Mordei HaGetaot 42, Rishon LeZion",no
3339,DREAMERIE,"הסיבים 49, פתח תקווה, Israel",Dreamerie Bakery,"Ha-Sivim St 49, Petah Tikva, Israel",ChIJfYKWO21LHRURy85suTk-UXs,דרימרי,iw,"הסיבים 49, פתח תקווה","הסיבים 49, פתח תקווה",yes,Dreamerie Bakery,en,"Ha-Sivim St 49, Petah Tikva","HaSivim 49, Petah Tikva",no
3340,פיתה בשר & פיתה פיקניק שיכון המזרח,"הרב חיים דוד הלוי 5, ראשון לציון, Israel",פיתה בשר & פיתה פיקניק שיכון המזרח,"Ha-Rav Khayim David ha-Levi St 5, Rishon LeZion, 7552003, Israel",ChIJCUtXiDu1AhUR_Wx3i93QjoA,פיתה בשר & פיתה פיקניק שיכון המזרח,iw,"הרב חיים דוד הלוי 5, ראשון לציון, 7552003","הרב חיים דוד הלוי 5, ראשון לציון",yes,פיתה בשר & פיתה פיקניק שיכון המזרח,iw,"Ha-Rav Khayim David ha-Levi St 5, Rishon LeZion, 7552003","HaRav Haim David HaLevi 5, Rishon LeZion",no
3349,פלאפל בריבוע,"בזק 1, מרכז G אפק (לב אפק), ראש העין, Israel",Falafel Square,"מרכז מסחרי לב אפר, מבצע בזק 1, ראש העין, 4863087, Israel",ChIJI8opIN4wHRURIz5ohbXbNMI,פלאפל בריבוע - ראש העין,iw,"מרכז מסחרי לב אפר, מבצע בזק 1, ראש העין, 4863087","מרכז מסחרי לב אפר, מבצע בזק 1, ראש העין",yes,Falafel Square,en,"מרכז מסחרי לב אפר, מבצע בזק 1, ראש העין, 4863087","מרכז מסחרי לב אפר, Mivtsa Bazak 1, Rosh Haayin",yes
3350,בהדונס חומוס,"יד חרוצים 11, תל אביב, Israel",Bahadunas,"Yad Harutsim St 11, Tel Aviv-Yafo, Israel",ChIJdU5-8HpLHRUR6_7pUuUQgww,בהדונס,iw,"יד חרוצים 11, תל אביב-יפו","יד חרוצים 11, תל אביב-יפו",yes,Bahadunas,en,"Yad Harutsim St 11, Tel Aviv-Yafo","Yad Harutsim 11, Tel Aviv-Jaffa",no
3352,עופלה,"הברון הירש 8, פתח תקווה, Israel",עופל'ה,"Baron Hirsch St 8, Petah Tikva, Israel",ChIJ1eIWgBI2HRURsNXjp0Om45Y,עופל'ה,iw,"ברון הירש 8, פתח תקווה","ברון הירש 8, פתח תקווה",yes,עופל'ה,iw,"Baron Hirsch St 8, Petah Tikva","Baron Hirsch 8, Petah Tikva",no
3353,פיצה בטטה,"נופך 12, נופך, Israel",פיצה בטטה,"Nofech St 12, Nofekh, Israel",ChIJK3x2W2A1HRURilbcCJ-gsis,פיצה בטטה,iw,"נופך 12, נופך","נופך 12, נופך",yes,פיצה בטטה,en,"Nofech St 12, Nofekh","Nofech 12, Nofech",no
3358,רולדין,"יוני נתניהו 23, קניון עופר הגבעה, גבעת שמואל, Israel",Roladin,"קניון עופר הגבעה, יוני נתניהו 23, גבעת שמואל, Israel",ChIJxWhbGQ9KHRURkh-N02Lc9q0,רולדין,iw,"קניון עופר הגבעה, יוני נתניהו 23, גבעת שמואל","קניון עופר הגבעה, יוני נתניהו 23, גבעת שמואל",yes,Roladin,en,"קניון עופר הגבעה, יוני נתניהו 23, גבעת שמואל","קניון עופר הגבעה, Yoni Netanyahu 23, Giv'at Shmu'el",yes
3360,מרכז אסיה,"מסילת ישרים 41, תל אביב, Israel",Central Asia,"Mesilat Yesharim St 41, Tel Aviv-Yafo, Israel",ChIJ6YVAsl9LHRURg3YV1NPAhQc,מרכז אסיה,iw,"מסילת ישרים 41, תל אביב-יפו","מסילת ישרים 41, תל אביב-יפו",yes,Central Asia,en,"Mesilat Yesharim St 41, Tel Aviv-Yafo","Mesilat Yesharim 41, Tel Aviv-Jaffa",no
3362,בי12 בשר קצבייה ויין,"שד' שלמה המלך 2, ראש העין, Israel",B12 prime קצביה ומסעדה בראש העין,"Sderot Shlomo HaMelech 2, Rosh Haayin, 4802914, Israel",ChIJGUAznXI3HRURpITP1WL0TIM,B12 prime קצביה ומסעדה בראש העין,iw,"שדרות שלמה המלך 2, ראש העין, 4802914","שדרות שלמה המלך 2, ראש העין",yes,B12 prime קצביה ומסעדה בראש העין,iw,"Sderot Shlomo HaMelech 2, Rosh Haayin, 4802914","Sderot Shlomo HaMelech 2, Rosh Haayin",no
3364,אמיגו פיצריה,"שטמפפר 73, פתח תקווה, Israel",Amigo Pizza,"Yehoshua Shtampfer St 73, Petah Tikva, Israel",ChIJkx0aY2k2HRUR9di-tGzSG68,פיצה אמיגו,iw,"יהושע שטמפפר 73, פתח תקווה","יהושע שטמפפר 73, פתח תקווה",yes,Amigo Pizza,en,"Yehoshua Shtampfer St 73, Petah Tikva","Yehoshua Shtampfer 73, Petah Tikva",no
3365,MOR 66,"שד' הרצל 66, רמלה, Israel",MOR 66 רמלה,"Sderot Herzl 66, Ramla, Israel",ChIJq_1NqXfLAhUR2KzaLRo_uPE,MOR 66 רמלה,iw,"שדרות הרצל 66, רמלה","שדרות הרצל 66, רמלה",yes,MOR 66 רמלה,iw,"Sderot Herzl 66, Ramla","Sderot Herzl 66, Ramla",no
3366,פיצה עגבניה,"אבן גבירול 88, תל אביב, Israel",Agvania Pizza,"Shlomo Ibn Gabirol St 88, Tel Aviv-Yafo, Israel",ChIJFyeXE49LHRURf8Gipvl1b2A,פיצה עגבניה,iw,"שלמה אבן גבירול 88, תל אביב-יפו","שלמה אבן גבירול 88, תל אביב-יפו",yes,Agvania Pizza,en,"Shlomo Ibn Gabirol St 88, Tel Aviv-Yafo","Shlomo Ibn Gabirol 88, Tel Aviv-Jaffa",no
3369,באצ'יס בת ים טורטיה בר,"יוספטל 92, קניון בת ים, Israel",באצ'יס רול מקסיקני - Bachi's,"קניון, יוספטל 92, בת ים, Israel",ChIJ-z9FBMWzAhUR3XQVC5ZqUeA,באצ'יס רול מקסיקני - Bachi's,iw,"קניון, יוספטל 92, בת ים","קניון, יוספטל 92, בת ים",yes,באצ'יס רול מקסיקני - Bachi's,iw,"קניון, יוספטל 92, בת ים","קניון, Yoseftal 92, Bat Yam",yes
3370,פיצה Pizza USA,"ברנשטיין 3, ראשון לציון, Israel",Pizza USA,"Bernstein St 3, Rishon LeZion, Israel",ChIJCzcIz0q0AhURkLc_RvHHBSk,Pizza USA,iw,"ברנשטיין 3, ראשון לציון","ברנשטיין 3, ראשון לציון",yes,Pizza USA,en,"Bernstein St 3, Rishon LeZion","Bernstein 3, Rishon LeZion",no
3371,פלאפל רבי עקיבא,"רבי עקיבא 31, בני ברק, Israel",Falafel Rabbi Akiva,"Rabi Akiva St 31, Bnei Brak, 5131207, Israel",ChIJvY6irS9KHRUR_saouj_X3nM,פלאפל רבי עקיבא,iw,"רבי עקיבא 31, בני ברק, 5131207","רבי עקיבא 31, בני ברק",yes,Falafel Rabbi Akiva,en,"Rabi Akiva St 31, Bnei Brak, 5131207","Rabbi Akiva 31, Bnei Brak",no
3374,חומוס ג'וליה,"הרצל 62, רמת גן, Israel",חומוס ג׳וליה,"Herzl St 64, Ramat Gan, Israel",ChIJ18tKCwBLHRUReWJ19bJ3ITc,חומוס ג׳וליה,iw,"הרצל 64, רמת גן","הרצל 64, רמת גן",yes,חומוס ג׳וליה,iw,"Herzl St 64, Ramat Gan","Rehov Herzl 64, Ramat Gan",no
3375,פיצה גרפיטי,"ז'בוטינסקי 16, קניון לב ראשון, ראשון לציון, Israel",פיצה גרפיטי,"Jabotinsky St 16, Rishon LeZion, Israel",ChIJKahw75e1AhUR1beswj36TXQ,פיצה גרפיטי,iw,"ז'בוטינסקי 16, ראשון לציון","ז'בוטינסקי 16, ראשון לציון",yes,פיצה גרפיטי,iw,"Jabotinsky St 16, Rishon LeZion","Jabotinsky 16, Rishon LeZion",no
3380,מאפה צרפתי דהרי,"ז'בוטינסקי 16, קניון לב ראשון, ראשון לציון, Israel",מאפה צרפתי דהרי,"Jabotinsky St 16, Rishon LeZion, Israel",ChIJHR99ZA61AhURU1TKM2EDESY,מאפה צרפתי דהרי,iw,"ז'בוטינסקי 16, ראשון לציון","ז'בוטינסקי 16, ראשון לציון",yes,מאפה צרפתי דהרי,en,"Jabotinsky St 16, Rishon LeZion","Jabotinsky 16, Rishon LeZion",no
3382,בית השוארמה והשניצל,"שמוטקין 20, ראשון לציון, Israel",The Shawarma Shack,"Binyamin Shmotkin St 20-24, Rishon LeZion, Israel",ChIJCxWTDVG0AhURdynUwqzBHmc,בית השווארמה והשניצל,iw,"בנימין שמוטקין 20-24, ראשון לציון","בנימין שמוטקין 20-24, ראשון לציון",yes,The Shawarma Shack,en,"Binyamin Shmotkin St 20-24, Rishon LeZion","Binyamin Shmotkin 20-24, Rishon LeZion",no
3385,וג'י,"הברזל 32, רמת החייל, תל אביב, Israel",וג'י Veggie,"HaBarzel St 32, Tel Aviv-Yafo, Israel",ChIJy6XM2-pJHRURsVPGm_o4V_U,וג'י Veggie,iw,"הברזל 32, תל אביב-יפו","הברזל 32, תל אביב-יפו",yes,וג'י Veggie,iw,"HaBarzel St 32, Tel Aviv-Yafo","HaBarzel 32, Tel Aviv-Jaffa",no
3386,גולדות,"רוטשילד 83, ראשון לציון, Israel",Garden 83 - Beer & Burger,"Rothschild St 83, Rishon LeZion, Israel",ChIJH01p0z-0AhURGyN6PKf0sgE,ביר גארדן ראשון לציון,iw,"רוטשילד 83, ראשון לציון","רוטשילד 83, ראשון לציון",yes,Garden 83 - Beer & Burger,en,"Rothschild St 83, Rishon LeZion","Rothschild 83, Rishon LeZion",no
3395,מאפית הכרמל,"הכרמל 9, שוק הכרמל, תל אביב, Israel",מאפית הכרמל,"HaCarmel St 9, Tel Aviv-Yafo, Israel",ChIJm_77fIRMHRUR9geqcmk6bpM,מאפית הכרמל,iw,"הכרמל 9, תל אביב-יפו","הכרמל 9, תל אביב-יפו",yes,מאפית הכרמל,iw,"HaCarmel St 9, Tel Aviv-Yafo","HaCarmel 9, Tel Aviv-Jaffa",no
3399,פונדק בני,"דרך בן גוריון 109, טיילת בת ים, Israel",Pundak Benny,"Derech Ben Gurion 109, Bat Yam, Israel",ChIJLeCecT2zAhURPtOj_cVhTWo,פונדק בני,iw,"דרך בן גוריון 109, בת ים","דרך בן גוריון 109, בת ים",yes,Pundak Benny,en,"Derech Ben Gurion 109, Bat Yam","Derech Ben Gurion 109, Bat Yam",no
3400,פרוסת לחם ומאפים,"אנה פרנק 29, בת ים, Israel",פרוסת לחם ומאפים,"Anne Frank St 29, Bat Yam, Israel",ChIJwQS6BXOzAhUR-gw2OB6lImo,פרוסת לחם ומאפים,iw,"אנה פרנק 29, בת ים","אנה פרנק 29, בת ים",yes,פרוסת לחם ומאפים,iw,"Anne Frank St 29, Bat Yam","Anne Frank 29, Bat Yam",no
3401,פיצה צ'יז,"עמק דותן 66, מודיעין והסביבה, Israel",Pizza Cheese,"מרכז קניות מרלז, עמק דותן 66, מודיעין מכבים רעות, Israel",ChIJD8bG8K_NAhUR9o4wJtPFeFQ,פיצה צ'יז מרלז מודיעין,iw,"מרכז קניות מרלז, עמק דותן 66, מודיעין מכבים רעות","מרכז קניות מרלז, עמק דותן 66, מודיעין מכבים רעות",yes,Pizza Cheese,en,"מרכז קניות מרלז, עמק דותן 66, מודיעין מכבים רעות","מרכז קניות מרלז, Emek Dotan 66, Modi'in Makabim-Re'ut",yes
3404,עבדאללה,"המפעל 17, אור יהודה, Israel",עבדאללה גריל בשרים,"Ha-Mif'al St 17, Or Yehuda, Israel",ChIJKX3KrwNLHRURWUrMqBIFnqg,עבדאללה גריל בשרים,iw,"המפעל 17, אור יהודה","המפעל 17, אור יהודה",yes,עבדאללה גריל בשרים,iw,"Ha-Mif'al St 17, Or Yehuda","HaMif'al 17, Or Yehuda",no
3405,צ'יינה טאון,"דרך אבא הלל סילבר 301, קניון איילון, רמת גן, Israel",China Town,"קניון איילון, דרך אבא הלל 301, רמת גן, 5259408, Israel",ChIJIdxRUIZJHRURv42Ec4FeI4M,צ'יינה טאון,iw,"קניון איילון, דרך אבא הלל 301, רמת גן, 5259408","קניון איילון, דרך אבא הלל 301, רמת גן",yes,China Town,en,"קניון איילון, דרך אבא הלל 301, רמת גן, 5259408","קניון איילון, Derech Aba Hillel 301, Ramat Gan",yes
3406,יענקל'ה,"הקדר 1, מודיעין והסביבה, Israel",יענקל'ה,"Ha-Kadar St 1, Modi'in-Maccabim-Re'ut, Israel",ChIJt1sgjrnPAhURpCNCSjQgIAQ,יענקל'ה,iw,"הקדר 1, מודיעין מכבים רעות","הקדר 1, מודיעין מכבים רעות",yes,יענקל'ה,iw,"Ha-Kadar St 1, Modi'in-Maccabim-Re'ut","HaKadar 1, Modi'in Makabim-Re'ut",no
3410,מפגש בר,"תובל 16, מתחם הבורסה, רמת גן, Israel",מפגש בר - לין בורסה | כשר,"Tuval St 16, Ramat Gan, Israel",ChIJ46X6jMZLHRURX3V45fqeUXw,מפגש בר - לין בורסה | כשר,iw,"תובל 16, רמת גן","תובל 16, רמת גן",yes,מפגש בר - לין בורסה | כשר,iw,"Tuval St 16, Ramat Gan","Tuval 16, Ramat Gan",no
3411,שניצל קוקי,"שטמפפר 18, פתח תקווה, Israel",Schnitzel Kuki,"Yehoshua Shtampfer St 18, Petah Tikva, Israel",ChIJfw2jZGk2HRURWtdK-q0Pzqo,שניצל קוקי,iw,"יהושע שטמפפר 18, פתח תקווה","יהושע שטמפפר 18, פתח תקווה",yes,Schnitzel Kuki,en,"Yehoshua Shtampfer St 18, Petah Tikva","Yehoshua Shtampfer 18, Petah Tikva",no
3415,סושיק 26,"כהנמן 22, בני ברק, Israel",סושיק 26,"HaRav Kahanman St 22, Bnei Brak, Israel",ChIJVQ7XZCJKHRURvtzZhi8b5Eo,סושיק 26,iw,"הרב כהנמן 22, בני ברק","הרב כהנמן 22, בני ברק",yes,סושיק 26,iw,"HaRav Kahanman St 22, Bnei Brak","HaRav Kahanman 22, Bnei Brak",no
3416,עוף בגריל שמעון,"טשרניחובסקי 6, תל אביב, Israel",עופות שמעון,"Tchernikhovski St 6, Tel Aviv-Yafo, Israel",ChIJW2vL0MtNHRUR8IB22CCr67g,עופות שמעון,en,"טשרניחובסקי 6, תל אביב-יפו","טשרניחובסקי 6, תל אביב-יפו",yes,עופות שמעון,en,"Tchernikhovski St 6, Tel Aviv-Yafo","Tchernichovsky 6, Tel Aviv-Jaffa",no
3420,פלורנטינה,"אברבנאל 56, פלורנטין, תל אביב, Israel",Florentina,"Abarbanel St 56, Tel Aviv-Yafo, Israel",ChIJcVF66phMHRURqVgw7iKaPXM,פלורנטינה,iw,"אברבנאל 56, תל אביב-יפו","אברבנאל 56, תל אביב-יפו",yes,Florentina,en,"Abarbanel St 56, Tel Aviv-Yafo","Abarbanel 56, Tel Aviv-Jaffa",no
3421,סנדביץ' בר,"שד' הרצל 23, רמלה, Israel",Sandwich Bar Ramle,"Sderot Herzl 23, Ramla, Israel",ChIJF9iySQXKAhURedenpSTlpco,סנדביץ בר,iw,"שדרות הרצל 23, רמלה","שדרות הרצל 23, רמלה",yes,Sandwich Bar Ramle,en,"Sderot Herzl 23, Ramla","Sderot Herzl 23, Ramla",no
3423,הפונדק,"המלך שאול 14, בני ברק, Israel",Hapundak,"Sha'ul ha-Melekh St 14, Bnei Brak, Israel",ChIJhZa_BBZKHRURBgmNPlWqCbw,הפונדק היהודי,iw,"שאול המלך 14, בני ברק","שאול המלך 14, בני ברק",yes,Hapundak,en,"Sha'ul ha-Melekh St 14, Bnei Brak","Sha'ul HaMelech 14, Bnei Brak",no
3426,גריל טיים,"יחזקאל קזז 12, אור יהודה, Israel",Grill Time - Frishman,"Yehezkel Kazaz St 12, Or Yehuda, Israel",ChIJQbcmEZZKHRURYPjQ6cxGQVs,גריל טיים,iw,"יחזקאל קזז 12, אור יהודה","יחזקאל קזז 12, אור יהודה",yes,Grill Time - Frishman,en,"Yehezkel Kazaz St 12, Or Yehuda","Yehezkel Kazaz 12, Or Yehuda",no
3427,ענק הסביח והסמבוסק,"בר כוכבא 27, פתח תקווה, Israel",Bar Kochva - South American Sandwich,"Bar Kochva St 27, Petah Tikva, Israel",ChIJv5DCpGw2HRURaBdf0o0pK3g,Bar Kochva - South American Sandwich,en,"בר כוכבא 27, פתח תקווה","בר כוכבא 27, פתח תקווה",yes,Bar Kochva - South American Sandwich,en,"Bar Kochva St 27, Petah Tikva","Bar Kochva 27, Petah Tikva",no
3428,קייטרינג איתמר,"ראש העין, Israel",קייטרינג איתמר,"HaNevi'im St 35, Rosh Haayin, Israel",ChIJvTrPyAw3HRUR-CKI3WCDo4Q,קייטרינג איתמר,iw,"הנביאים 35, ראש העין","הנביאים 35, ראש העין",yes,קייטרינג איתמר,iw,"HaNevi'im St 35, Rosh Haayin","HaNevi'im 35, Rosh Haayin",no
3429,קפה גרג,"ז'בוטינסקי 72, הקניון הגדול, פתח תקווה, Israel",Greg Cafe,"Jabotinsky St 72, Petah Tikva, Israel",ChIJA__EFwM2HRURr0ZVLIF2fdE,קפה גרג,iw,"רחוב זאב ז'בוטינסקי 72, פתח תקווה","רחוב זאב ז'בוטינסקי 72, פתח תקווה",yes,Greg Cafe,en,"Jabotinsky St 72, Petah Tikva","Derech Zeev Jabutinsky 72, Petah Tikva",no
3431,מדאמס חומוס,"מנחם בגין 23, גבעת שמואל, Israel",חומוס מדאמס,"מתחם רוגוזין, שדרות מנחם בגין 38, גבעת שמואל, Israel",ChIJ-Zlrdw9KHRURE2kgr-xHsoA,חומוס מדאמס,iw,"מתחם רוגוזין, שדרות מנחם בגין 38, גבעת שמואל","מתחם רוגוזין, שדרות מנחם בגין 38, גבעת שמואל",yes,חומוס מדאמס,iw,"מתחם רוגוזין, שדרות מנחם בגין 38, גבעת שמואל","מתחם רוגוזין, Sderot Menachem Begin 38, Giv'at Shmu'el",yes
3432,ג'ק ביי בלאק,"שד' נים 2, קניון עזריאלי ראשונים, ראשון לציון, Israel",ג׳ק ביי בלאק,"Sderot Nim 2, Rishon LeZion, Israel",ChIJtU7NmXq1AhURrJ_10IMOf0k,ג׳ק ביי בלאק,iw,"שדרות נים 2, ראשון לציון","חניון, שדרות נים 2, ראשון לציון",yes,ג׳ק ביי בלאק,iw,"Sderot Nim 2, Rishon LeZion","Parking lot, Sderot Nim 2, Rishon LeZion",no
3436,לחמים,"החשמונאים 103, תל אביב, Israel",Lehamim,"HaHashmonaim St 103, Tel Aviv-Yafo, 67133, Israel",ChIJ5bnfD3hLHRUR_16EL0XKrmo,מאפיית לחמים - החשמונאים,iw,"החשמונאים 103, תל אביב-יפו, 67133","החשמונאים 103, תל אביב-יפו",yes,Lehamim,en,"HaHashmonaim St 103, Tel Aviv-Yafo, 67133","HaHashmonaim 103, Tel Aviv-Jaffa",no
3437,קאסה דל פפה,"ככר סטרומה 1, חולון, Israel",Casa del Pepe,"כיכר סטרומה 1, חולון, Israel",ChIJa7iHnKi0AhURukEzZRbWiF4,קאסה דל פפה כשר בדץ בית יוסף מהדרין,iw,"כיכר סטרומה 1, חולון","כיכר סטרומה 1, חולון",yes,Casa del Pepe,en,"כיכר סטרומה 1, חולון","כיכר סטרומה 1, Holon",yes
3442,פיתה רחוב שוק צפון,"ראול וולנברג 20, רמת החייל, תל אביב, Israel",Shuk Tzafon,"Raoul Wallenberg St 20, Tel Aviv-Yafo, Israel",ChIJvddvWJRJHRURCITRG85x-bo,שוק צפון,iw,"ראול ולנברג 20, תל אביב-יפו","ראול ולנברג 20, תל אביב-יפו",yes,Shuk Tzafon,en,"Raoul Wallenberg St 20, Tel Aviv-Yafo","Raoul Wallenberg 20, Tel Aviv-Jaffa",no
3444,הגברת השמנה,"המלך ג'ורג' 51, תל אביב, Israel",הגברת השמנה,"Bograshov St 91, Tel Aviv-Yafo, Israel",ChIJ2b4CFYBLHRURV9Xm31J4WME,הגברת השמנה,iw,"בוגרשוב 91, תל אביב-יפו","בוגרשוב 91, תל אביב-יפו",yes,הגברת השמנה,iw,"Bograshov St 91, Tel Aviv-Yafo","Bograshov 91, Tel Aviv-Jaffa",no
3447,מאפית בית הלחם,"משורר השואה 18, ראשון לציון, Israel",מאפית בית הלחם,"Meshorer ha-Sho'a St 18, Rishon LeZion, Israel",ChIJG7r3xWa0AhURE7NC5GKtm2c,מאפית בית הלחם,iw,"משורר השואה 18, ראשון לציון","משורר השואה 18, ראשון לציון",yes,מאפית בית הלחם,iw,"Meshorer ha-Sho'a St 18, Rishon LeZion","Meshorer HaShoa 18, Rishon LeZion",no
3448,טורטיוס,"אליהו סעדון 128, אור יהודה, Israel",טורטיוס בר אור יהודה,"Sderot Eliyahu Sa'adon 128, Or Yehuda, 6039729, Israel",ChIJx4BQVvdLHRUR7pg5QHpJlXg,טורטיוס בר אור יהודה,iw,"שדרות אליהו סעדון 128, אור יהודה, 6039729","שדרות אליהו סעדון 128, אור יהודה",yes,טורטיוס בר אור יהודה,iw,"Sderot Eliyahu Sa'adon 128, Or Yehuda, 6039729","Sderot Eliyahu Sa'adon 128, Or Yehuda",no
