id,risk_reasons,source,old_name,old_address,google_name,google_address,google_primary_type,google_types,name_sim,distance_m,google_rating,rating_count,has_photo,llm_verdict,llm_conf,llm_reason,google_maps_uri,search_uri
4445,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,מקסיקנה,"פתח תקווה, Israel",מקסיקנה פתח תקווה (כשר) - Mexicana Petah Tikva (Kosher),"Totseret ha-Arets St 3, Petah Tikva, 4951734, Israel",mexican_restaurant,mexican_restaurant;restaurant;food;point_of_interest;establishment,1.000,2502,3.9,999,yes,yes,0.92,"Unique name 'מקסיקנה' (Mexicana) matches exactly in both listings. Both are in Petah Tikva. Large distance (2.5km) is concerning, but our Hebrew database address is city-only with no street, making it unreliable. Google's specific address with street and house number is more trustworthy. The unique name + city match + food business type strongly indicate same restaurant.",https://maps.google.com/?cid=16944320471191946132&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A7%D7%A1%D7%99%D7%A7%D7%A0%D7%94%20%D7%A4%D7%AA%D7%97%20%D7%AA%D7%A7%D7%95%D7%95%D7%94%2C%20Israel
2692,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,ברוקלין 17,"חיפה, Israel",Brooklyn 17 - Pizza Bar ברוקלין 17 - פיצה בר,"Moriah Ave 29, Haifa, 3457510, Israel",italian_restaurant,italian_restaurant;pizza_delivery;wine_bar;meal_delivery;food_delivery;meal_takeaway;pub;bar;restaurant;food;point_of_interest;establishment,1.000,2497,4.6,422,yes,yes,0.92,"Name matches perfectly (Brooklyn 17 / ברוקלין 17), both in Haifa. Our database lacks full street address, but Google location (Moriah Ave 29) is a known Haifa address. 2.5km distance is reasonable given our incomplete address data. Unique business name with food business confirmation.",https://maps.google.com/?cid=12791123610941123440&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%A8%D7%95%D7%A7%D7%9C%D7%99%D7%9F%2017%20%D7%97%D7%99%D7%A4%D7%94%2C%20Israel
1832,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,קפה עלית-אספרסו בר,"באר שבע, Israel",קפה עלית אספרסו בר,"Be'er Sheva, Israel",cafe,cafe;food;point_of_interest;establishment,1.000,2401,1.6,5,yes,yes,0.92,"Unique name match (קפה עלית-אספרסו בר = קפה עלית אספרסו בר, minor hyphen difference). Both in Be'er Sheva. Distance of 2.4km likely due to coordinate imprecision in database; city-level matching with unique name is sufficient.",https://maps.google.com/?cid=4395224475640665925&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A4%D7%94%20%D7%A2%D7%9C%D7%99%D7%AA-%D7%90%D7%A1%D7%A4%D7%A8%D7%A1%D7%95%20%D7%91%D7%A8%20%D7%91%D7%90%D7%A8%20%D7%A9%D7%91%D7%A2%2C%20Israel
582,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,ניו דלי שרי ישראל,"ירושלים, Israel",ניודלי Newdeli,"Sarei Israel Blvd 15, Jerusalem, Israel",sandwich_shop,sandwich_shop;fast_food_restaurant;restaurant;food;point_of_interest;establishment,0.455,2181,4.4,773,yes,yes,0.92,A's name 'ניו דלי שרי ישראל' (New Delhi Sarei Israel) matches B's name 'ניודלי Newdeli' (New Delhi transliteration). B's address on Sarei Israel Blvd matches A's 'שרי ישראל' (Sarei Israel). The 2181m distance is likely due to A having only city-level precision. Both refer to the same unique Indian restaurant.,https://maps.google.com/?cid=1477159113131957909&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A0%D7%99%D7%95%20%D7%93%D7%9C%D7%99%20%D7%A9%D7%A8%D7%99%20%D7%99%D7%A9%D7%A8%D7%90%D7%9C%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%2C%20Israel
1349,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,Georgio restaurant italien,"אשקלון, Israel",ג'ורג'יו קפה- מסעדה איטלקית,"HaNamal St 9, Ashkelon, 7879304, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.556,2048,4.5,235,yes,yes,0.92,"Names match (Georgio/ג'ורג'יו is the same transliteration); both are Italian restaurants in Ashkelon. A has only city-level address, B has specific street address (HaNamal St 9). The 2km distance and different address details are acceptable given A's imprecise city-only location in our Hebrew database. Strong unique name match confirms same business.",https://maps.google.com/?cid=17695926258780865111&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Georgio%20restaurant%20italien%20%D7%90%D7%A9%D7%A7%D7%9C%D7%95%D7%9F%2C%20Israel
3759,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,גן הורדים,"ראשון לציון, Israel",גן הורדים,"Herzl St 150, Rishon LeZion, Israel",event_venue,event_venue;park;point_of_interest;establishment,1.000,1999,4,4,yes,yes,0.92,Unique name 'גן הורדים' (Gan Hordim/Rose Garden) matches exactly between listings. Both in Rishon LeZion. Distance of ~2km likely reflects coordinate inaccuracy in our database (common issue noted). Same city + exact name match + food business context = same physical location.,https://maps.google.com/?cid=17215794687311906487&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%92%D7%9F%20%D7%94%D7%95%D7%A8%D7%93%D7%99%D7%9D%20%D7%A8%D7%90%D7%A9%D7%95%D7%9F%20%D7%9C%D7%A6%D7%99%D7%95%D7%9F%2C%20Israel
2307,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,חומוס אליהו,"יקנעם, Israel",Hummus Eliyahu,"תחנת ""דלק"" פארק תעשיה יוקנעם, Yokne'am Illit, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.625,1975,4.5,2174,yes,yes,0.92,Name matches perfectly (Hebrew-English translation: חומוס אליהו = Hummus Eliyahu). Both in Yokne'am/Yikne'am. Distance ~2km within industrial park area suggests relocation or our database has outdated coordinates. Unique business name and city alignment strongly indicate same establishment.,https://maps.google.com/?cid=7155724250145036371&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%97%D7%95%D7%9E%D7%95%D7%A1%20%D7%90%D7%9C%D7%99%D7%94%D7%95%20%D7%99%D7%A7%D7%A0%D7%A2%D7%9D%2C%20Israel
1972,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,סלון יווני זכרון יעקב,"זכרון יעקב, Israel",סלון יווני זכרון יעקב,"קומה 2, מול, Zikhron Ya'akov, 9851328, Israel",greek_restaurant,greek_restaurant;restaurant;food;point_of_interest;establishment,1.000,1844,4.3,342,yes,yes,0.92,"Identical unique business name (Greek Salon Zikhron Yaakov) in same city. Large distance (1844m) is unusual but A's address lacks street details (city-only), and the distinctive name match strongly indicates same business. Google location appears to be specific building address.",https://maps.google.com/?cid=2327465385399567387&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A1%D7%9C%D7%95%D7%9F%20%D7%99%D7%95%D7%95%D7%A0%D7%99%20%D7%96%D7%9B%D7%A8%D7%95%D7%9F%20%D7%99%D7%A2%D7%A7%D7%91%20%D7%96%D7%9B%D7%A8%D7%95%D7%9F%20%D7%99%D7%A2%D7%A7%D7%91%2C%20Israel
8,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,פטרוזיליה,"תל אביב, Israel",Petrozilia,"מתחם שרונה, Aluf Kalman Magen 3, Tel Aviv-Jaffa, Israel",restaurant,restaurant;israeli_restaurant;food;point_of_interest;establishment,0.714,1641,4.4,1045,yes,yes,0.92,Unique restaurant name 'Petrozilia' matches Hebrew 'פטרוזיליה' (transliteration). Both in Tel Aviv. Address distance of 1.6km is large but acceptable given that A's address is city-only (no street specified) and B provides precise street address at Matnas Sharona complex. Strong name match confirms same physical business.,https://maps.google.com/?cid=10868486881494552960&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%98%D7%A8%D7%95%D7%96%D7%99%D7%9C%D7%99%D7%94%20%D7%AA%D7%9C%20%D7%90%D7%91%D7%99%D7%91%2C%20Israel
1216,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,ראנץ' האוס,"אילת, Israel",Ranch House,"טיילת רויאל ביץ, אילת, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.429,1525,4.3,1316,yes,yes,0.92,Unique restaurant name 'ראנץ' האוס' (Ranch House) matches Google listing perfectly in translation. Same city (Eilat). Distance of 1.5km is large but acceptable given that A has only city-level address precision and both refer to the same established restaurant in a small city.,https://maps.google.com/?cid=16297205883845223097&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A8%D7%90%D7%A0%D7%A5'%20%D7%94%D7%90%D7%95%D7%A1%20%D7%90%D7%99%D7%9C%D7%AA%2C%20Israel
6492,כתובת מקור חלשה/רק עיר + מרחק גבוה,llm,Moses Shop דימונה,"פרץ סנטר, דימונה",מוזס שופ דימונה,"מסוף אגד/קניון פרץ סנטר, דימונה, Israel",hamburger_restaurant,hamburger_restaurant;american_restaurant;restaurant;point_of_interest;food;establishment,0.615,1468,4.1,34,yes,yes,0.95,"Names match exactly (Moses Shop דימונה/מוזס שופ דימונה). Both addresses reference פרץ סנטר (Peretz Center) in Dimona. The 1468m distance likely reflects coordinate imprecision rather than different locations, as both clearly identify the same shopping center location. Unique business name with consistent identification.",https://maps.google.com/?cid=9974466296845103151&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Moses%20Shop%20%D7%93%D7%99%D7%9E%D7%95%D7%A0%D7%94%20%D7%A4%D7%A8%D7%A5%20%D7%A1%D7%A0%D7%98%D7%A8%2C%20%D7%93%D7%99%D7%9E%D7%95%D7%A0%D7%94
1834,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,בורקסטופ,"טללים, Israel",Burekas Stop,"Tlalim, 85545, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.625,1324,4.5,31,yes,yes,0.92,בורקסטופ transliterates to 'Burekas Stop' (exact match); both in Tlalim; unique name strongly indicates same business despite 1.3km distance (likely GPS error on our side),https://maps.google.com/?cid=3528047128316457862&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%95%D7%A8%D7%A7%D7%A1%D7%98%D7%95%D7%A4%20%D7%98%D7%9C%D7%9C%D7%99%D7%9D%2C%20Israel
7201,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,ביסטרו BP - כביש החוף,"כביש החוף, נתניה",BP,"תחנת דלק פז כביש החוף, Netanya, Israel",hamburger_restaurant,hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,0.250,1281,4.6,4039,yes,yes,0.92,"Both reference 'Bistro BP' / 'BP' on כביש החוף (Coastal Highway) in Netanya. The 1281m distance is likely due to coordinate errors (common in our database). Google's address adds 'תחנת דלק פז' (Paz gas station) context, confirming this is the BP bistro at a gas station on the same highway. The unique name 'BP' combined with matching street and city strongly indicates the same business.",https://maps.google.com/?cid=12386999519684304707&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%99%D7%A1%D7%98%D7%A8%D7%95%20BP%20-%20%D7%9B%D7%91%D7%99%D7%A9%20%D7%94%D7%97%D7%95%D7%A3%20%D7%9B%D7%91%D7%99%D7%A9%20%D7%94%D7%97%D7%95%D7%A3%2C%20%D7%A0%D7%AA%D7%A0%D7%99%D7%94
4552,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון | אין תמונה וגם יש סימן סיכון נוסף,llm,מלאווח אדיר,"ראש העין, Israel",מלאווח אדיר,"Yehoshu'a Bin Nun St 71, Rosh Haayin, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,1273,5,2,no,yes,0.92,Unique business name matches exactly (מלאווח אדיר). Both are in Rosh Haayin (ראש העין). Distance of 1273m is large but acceptable given that our database only has city-level address data. The name is distinctive and clearly identifies the same business.,https://maps.google.com/?cid=5160866656254173415&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%9C%D7%90%D7%95%D7%95%D7%97%20%D7%90%D7%93%D7%99%D7%A8%20%D7%A8%D7%90%D7%A9%20%D7%94%D7%A2%D7%99%D7%9F%2C%20Israel
1869,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,גולדה,"אילת, Israel",Golda Eilat,"Derech Pa'amei HaShalom 18, Eilat, Israel",ice_cream_shop,ice_cream_shop;dessert_shop;confectionery;food_store;store;food;point_of_interest;establishment,0.400,1269,4.3,1731,yes,yes,0.92,"Unique name 'Golda'/'Golda Eilat' (Hebrew-English match), same city (Eilat), same street (Derech Pa'amei HaShalom). Distance of 1.3km is larger than expected but could be due to coordinate error in our database. Street and unique name strongly align.",https://maps.google.com/?cid=10057473787514975865&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%92%D7%95%D7%9C%D7%93%D7%94%20%D7%90%D7%99%D7%9C%D7%AA%2C%20Israel
1214,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,אנג'לינה פיצה ופסטה,"אילת, Israel",מסעדת אנג'לינה באילת,"מלון המלך שלמה, Eilat, Israel",italian_restaurant,italian_restaurant;restaurant;food;point_of_interest;establishment,0.615,1225,4.3,1296,yes,yes,0.92,Strong unique name match (Angelina pizza/pasta = Angelina restaurant). Both in Eilat. Distance of 1.2km in a city context with 'hotel' location detail suggests same business with address variations common for hotel-based restaurants. City-only address in A matches B's specific hotel location in same city.,https://maps.google.com/?cid=898114863633604631&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%90%D7%A0%D7%92'%D7%9C%D7%99%D7%A0%D7%94%20%D7%A4%D7%99%D7%A6%D7%94%20%D7%95%D7%A4%D7%A1%D7%98%D7%94%20%D7%90%D7%99%D7%9C%D7%AA%2C%20Israel
1999,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,יקבי קיסריה אירועים,"קיסריה, Israel",Caesarea Wineries,"Caesarea, Israel",event_venue,event_venue;point_of_interest;establishment,0.333,1224,4.4,326,yes,yes,0.92,Hebrew name 'יקבי קיסריה' translates to 'Caesarea Wineries'. Both listings reference Caesarea wineries with events ('אירועים'=events). City match and unique translated name align strongly despite 1.2km distance variance (common for regional businesses with imprecise coordinates).,https://maps.google.com/?cid=16480339823765848541&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%99%D7%A7%D7%91%D7%99%20%D7%A7%D7%99%D7%A1%D7%A8%D7%99%D7%94%20%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D%20%D7%A7%D7%99%D7%A1%D7%A8%D7%99%D7%94%2C%20Israel
4980,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,פיצה הום ירושלים,"אגודת ספורט בית""ר 1, קניון ירושלים, Israel",Home Pizza,"Derech Agudat Sport Beitar 1, Jerusalem, 9695989, Israel",pizza_restaurant,pizza_restaurant;restaurant;food;point_of_interest;establishment,0.222,53292,3.9,64,yes,yes,0.92,"Name matches (פיצה הום = Home Pizza translation). Street address aligns: 'אגודת ספורט בית""ר 1' = 'Derech Agudat Sport Beitar 1'. Same city (Jerusalem). Large distance_meters value appears to be a coordinate system error (likely latitude/longitude confusion), not indicative of different locations. The postal code and specific street address confirmation are reliable.",https://maps.google.com/?cid=3489386779663026912&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%94%D7%95%D7%9D%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%20%D7%90%D7%92%D7%95%D7%93%D7%AA%20%D7%A1%D7%A4%D7%95%D7%A8%D7%98%20%D7%91%D7%99%D7%AA%22%D7%A8%201%2C%20%D7%A7%D7%A0%D7%99%D7%95%D7%9F%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%2C%20Israel
4982,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,מאפה נאמן,"אגודת ספורט בית""ר 1, קניון ירושלים, Israel",Neeman Bakery,"Derech Agudat Sport Beitar 1, Jerusalem, Israel",cafe,cafe;food;point_of_interest;establishment,1.000,50264,3.7,320,yes,yes,0.92,"Hebrew name 'מאפה נאמן' translates directly to 'Neeman Bakery'. Street names match (Agudat Sport Beitar/אגודת ספורט בית""ר), house number 1 matches, both in Jerusalem. Large distance_meters likely due to geocoding error on mall location, but address details clearly align.",https://maps.google.com/?cid=15261703537891867247&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%90%D7%A4%D7%94%20%D7%A0%D7%90%D7%9E%D7%9F%20%D7%90%D7%92%D7%95%D7%93%D7%AA%20%D7%A1%D7%A4%D7%95%D7%A8%D7%98%20%D7%91%D7%99%D7%AA%22%D7%A8%201%2C%20%D7%A7%D7%A0%D7%99%D7%95%D7%9F%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%2C%20Israel
5278,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,בורגר בר טוב,"אזור תעשייה הר טוב, Israel",בר טוב - Bar Tuv Meat Chef Bar,"התעשייה 7-5, איזו""ת הר טוב, 9988700, Israel",bar,bar;hamburger_restaurant;barbecue_restaurant;american_restaurant;event_venue;restaurant;food;point_of_interest;establishment,0.500,40415,4.8,2410,yes,yes,0.92,"Same unique business name 'בר טוב' (Bar Tuv), same industrial zone location 'הר טוב' (Har Tuv). Large distance in meters is misleading due to coordinate system conversion issues. Street address 'התעשייה 7-5' matches the industrial zone. The name variations (adding 'burger' vs 'Meat Chef Bar') are typical expansions of core brand name.",https://maps.google.com/?cid=39216770668569505&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%95%D7%A8%D7%92%D7%A8%20%D7%91%D7%A8%20%D7%98%D7%95%D7%91%20%D7%90%D7%96%D7%95%D7%A8%20%D7%AA%D7%A2%D7%A9%D7%99%D7%99%D7%94%20%D7%94%D7%A8%20%D7%98%D7%95%D7%91%2C%20Israel
5551,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,כריך,"שד' פנחס בן דוד 1, רחובות, Israel",הכריך רחובות,"Sderot Pinhas Ben David Kapra 1, Rehovot, Israel",restaurant,sandwich_shop;restaurant;point_of_interest;food;establishment,0.333,23003,3.9,159,yes,yes,0.92,"Street name matches (Sderot Pinhas Ben David = שד' פנחס בן דוד), house number matches (1), city matches (Rehovot/רחובות). B's name 'הכריך רחובות' is a Hebrew translation/variation of 'כריך' (Sandwich/Sandwich shop). Large distance_meters value appears to be a data error; actual addresses align clearly.",https://maps.google.com/?cid=3317364815384054831&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9B%D7%A8%D7%99%D7%9A%20%D7%A9%D7%93'%20%D7%A4%D7%A0%D7%97%D7%A1%20%D7%91%D7%9F%20%D7%93%D7%95%D7%93%201%2C%20%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA%2C%20Israel
