buckets,id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri,resolved_final,collision
chain name,470,verified,regular,Aroma Espresso Bar ארומה אספרסו בר,"ויצמן פינת בן גוריון, סטאר סנטר, Ashdod, 7721902, Israel",31.808858200000003,34.6582332,ChIJZaDroQyjAhURrgb3RQZryQM,Aroma Espresso Bar ארומה אספרסו בר,"ויצמן פינת בן גוריון, סטאר סנטר, Ashdod, 7721902, Israel",31.808858200000003,34.6582332,1.000,0,OPERATIONAL,food,coffee_shop,coffee_shop;breakfast_restaurant;cafe;food_store;store;restaurant;food;point_of_interest;establishment,08-856-8160,4.2,2341,Monday: 5:00 AM – 11:00 PM | Tuesday: 5:00 AM – 11:00 PM | Wednesday: 5:00 AM – 11:00 PM | Thursday: 5:00 AM – 11:00 PM | Friday: 5:00 AM – 2:00 PM | Saturday: 8:30 PM – 12:00 AM | Sunday: 5:00 AM – 11:00 PM,yes,places/ChIJZaDroQyjAhURrgb3RQZryQM/photos/AaVGc3l_66Cjyw3lr9hlXU2WXb_oPkEE90Dlh6r4Cbg-p18zcczX0Dxv-g7H1BAW-atGHFZgUGigkvlfkafFieVYx5a8eyb1uRlqNHzmnvYw0yL_s7GORE16h-1mmo0rzWJLT1cywfDmbTioZgw4kOAKXzcJQglJNAJ4VuYaYldGNnTjtWf9VJRDr116gxRu4izvVQPdGE44qVPo376tVhoegJ_-3PlQAzS9dkK048Jtq87KCTOe0XgxzwWQgFn2qgFxHGrxiYLaANgjxoWb3DPK1vFJ3EpZ6_oSAxGX_IdcuPnmjSPA59g9eepZf-aObNPZ4LqktEl2TRGiVEBQvVlKx6Ddozcsdo7vNMttSwd6RPrCADHPYb3H-zbNKUeuekbOk4r_MQuQ5v0SyGXoYIYUnXrfjX_scsG3ya0QoR9YRvqzh3PZ,Aroma Espresso Bar ארומה אספרסו בר,,,,https://maps.google.com/?cid=272866927120418478&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
chain name,3047,verified,regular,שיפודי התקווה,"רוז'נסקי 11, ראשון לציון, Israel",31.9861662,34.7729316,ChIJ7-Pah9azAhURalVjIO1GOf8,שיפודי התקווה ראשון לציון,"Rozhanski St 11, Rishon LeZion, 7574516, Israel",31.986494099999998,34.773112399999995,1.000,40,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,050-605-8855,3.7,304,Monday: 11:30 AM – 12:00 AM | Tuesday: 11:30 AM – 12:00 AM | Wednesday: 11:30 AM – 12:00 AM | Thursday: 11:30 AM – 1:00 AM | Friday: Closed | Saturday: 7:00 PM – 1:00 AM | Sunday: 11:30 AM – 12:00 AM,yes,places/ChIJ7-Pah9azAhURalVjIO1GOf8/photos/AaVGc3nI8gqSWI7xaC-QuIKiIDoi2Vy8uyNSquNKiZDEBZXdAnFlmCGzs6lWiqSIy6_Y_hQnk2PSMxqwUjajQvbtQ6SIoht_XpaGlJVsPRAN55s5sNnvAwWptg-AmANx3RXAy2pFSDxZ6hqBCl5WehagbwRk7yHq-zcX-qufWzBSTKaU0aZQFCCDtD9kSNcKCvOyTGL5UNP-0F8uZEy9Td9IKfNYHVw-DburXFWe8rMjHb7PIFieHCZf59ijs8OCBoP5XuWyyu9CePW2wAWbshiPPBt5z9hocnfsRfiacUmYIevcoEIsVXLQEjWmAtx7GaOxoBK0XTC1wmUnVE4Spzqu_0nQ9jUbc4aLpKzLKzUpS8pVrL1-ZOve2JXbDfXk3zS_htFMRdE9btZJIc35WWaOY01-SLPxfVvTVzcnevc9d4U80Pwm,שיפודי התקווה ראשון לציון,,,,https://maps.google.com/?cid=18390808537608705386&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
chain name,2793,verified,regular,בורגרים,"מורד הגיא 100, קניון לב כרמיאל, Israel",32.9082379,35.2938712,ChIJo8np8_ozHBUR6RP9Yky0pyc,"בורגרים כרמיאל, כשר בשר חלק","קניון לב כרמיאל, Morad HaGai 100, Karmiel, Israel",32.9078458,35.293955,1.000,44,OPERATIONAL,food,hamburger_restaurant,hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,04-688-8866,4.2,384,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 2:45 PM | Saturday: 8:00 – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,yes,places/ChIJo8np8_ozHBUR6RP9Yky0pyc/photos/AaVGc3mMWdixMMoOij_IqO7SqEudy-5VvKiUiYlbJfCVcVtYNOspe5hVnEkY1tEvTVKEkCRQR4HUbcDt3ZpGt3EQOlkdmBYqqLiTgRViGJOjYK30zEvvBJQAFsKzuY5drWlFyWhrcO5fxywGrfMf3vDH9NjXuZkXa5X68wt771C4grNPjEVXPB5bhC_isaGn_FYrhU_lOeQDoYl4begINEI6xMLw14v29Y-9P8jfGB0rlCdt4RIvQXIt-gCmGjwQ49qaEU0aQJJjngp7kJ7zv1Y_Q4ioq3I_nVJU5GD-yPf6-j4R0-UTcTevbMjd6St_x1CCWpMsyhek8s_-lMG3JKZYyVOQ5n5RteFhzb3p_nmZZVyO8B-oFG4VrJrEi0FsaOogNhyWewljOQIdp6LLwiL52m2HhAC2NZYUOKoIjC_4DVuBRdTfMMChqnkwVn01w-DX,"בורגרים כרמיאל, כשר בשר חלק",,,,https://maps.google.com/?cid=2857450728761136105&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
chain name|address-first|high distance (>1km),1246,verified,address-first,פיצה שמש נווה זאב,"שד' יוהנה ז'בוטינסקי 24, באר שבע, Israel",31.2457442,34.7925181,ChIJb05EnwdmAhURrcmjQR2FD9s,פיצה שמש נווה זאב,"Sderot Johana Jabotinsky 24, Beersheba, Israel",31.2400303,34.7752646,1.000,1759,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;meal_takeaway;restaurant;food;point_of_interest;establishment,08-855-5428,4.3,851,Monday: 11:30 AM – 11:00 PM | Tuesday: 11:30 AM – 11:00 PM | Wednesday: 11:30 AM – 11:00 PM | Thursday: 11:30 AM – 11:00 PM | Friday: Closed | Saturday: 6:30 – 11:00 PM | Sunday: 11:30 AM – 11:00 PM,yes,places/ChIJb05EnwdmAhURrcmjQR2FD9s/photos/AaVGc3kmGm4hSaS1uQ0pdpLhXRO870IAQwa4aHpfwoMqUiyufX_SeJhuT2Awm-FZUVylpak0ca4zI8CBEcqFly0AFM_0W_WDJeGCIvWH7GutMSN2o6fPScIHxvljMJtwZ-jmFF4HmrMMg7X1OgJ_bPRTx0_oVUMFX_vtcfIMRuCbPwhW1O_1WDVLjk7OhBnDlCAAmNazuVuSCm-9w5MX1M0yT1w1y7MEJ_aY61Nx6p7dtiV14e5KUpKR1mRhfA-JMR-zqHryRK_xrOxIaiuTK7WajceNg6k94v3wTEQhdMvLvAyKWSp6CMTPiQtuW99sNssA7asCODqQBfX3YqyLKy7pZhQJ0vR0u3oHikSClZ6Ex_vk7brDhs5vUkPsf5OhxW3l-74MMdvNcKDC4b1F6zAQUoJqpOFxMPdABkn88Sgt0P_yoWw1,nicolai mindru,,,,https://maps.google.com/?cid=15784981579658676653&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner|address-first|high distance (>1km),6731,verified,address-first,BIGA ירושלים,"אגודת ספורט בית""ר 1, ירושלים",31.7683,35.2137,ChIJ59dZDoXXAhURY2zUB0rZF6Q,Biga,"Derech Agudat Sport Beitar 1, Jerusalem, Israel",31.751750499999996,35.187785999999996,1.000,3064,OPERATIONAL,food,coffee_shop,coffee_shop;cafe;food_store;store;food;point_of_interest;establishment,02-623-7676,3.7,281,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 8:00 AM – 2:30 PM | Saturday: Closed | Sunday: 9:00 AM – 10:00 PM,yes,places/ChIJ59dZDoXXAhURY2zUB0rZF6Q/photos/AaVGc3l6GecSQqg0YruyxauckZSi9feK9fb8rVH1iMJm0V6c3lFDxJwIty1O4EwNoVPcc4a0ypE9E-FKSb_9QR42o-8mEruBDAEWWW1Ob21nJSeetCbRPjA30qp5awOQvf0RBiLIsTmixshJ2UYTz6sjfsTElbz2eTsR2GWjN_1JLLqZCZ89qtFKqPbmeqwPgFJj5DADJUgnSyJhBFe7hTE6xfsjAjhePje4mn3Uy8T2Dx7XkwYmeUuSV4xJsQ2rFw_dqVFYJUlRI-jYO8JKyPGWQEsjvh6YtgcITOc_DiC8xotUafvecGf1tzv8T6OSMPZ48_CS-rNwoipfeRyft48zQrFq7jxc6Vc-X55ffb39l2b-4fTkT319HhflHhWW7DHDFUKjMlZ_4pqDFbMyIIrbbyzYg9Taj3VWOgP1L5Lavwcc1_I,Robert Amery,,,,https://maps.google.com/?cid=11824158258666695779&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner|high distance (>1km)|LLM (other),7236,verified,llm,Roots,"וייצמן 1, עכו",32.9232,35.0818,ChIJg2lGuj7JHRURy476nlgQ9h0,Roots רותס,"Weizman St 1, Acre, 2430122, Israel",32.9234501,35.0706942,1.000,1037,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,04-884-8040,4.6,1967,Monday: 12:00 – 11:00 PM | Tuesday: 12:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 – 11:00 PM | Friday: 12:00 – 4:00 PM | Saturday: Closed | Sunday: 12:00 – 11:00 PM,yes,places/ChIJg2lGuj7JHRURy476nlgQ9h0/photos/AaVGc3k9AZrO2zzlqpx0aXvPfSQ0D2ZkcEdO791SFY9i87zMtV3efE8Bq3h2xD9sOn94k2hQwYG5CK-ywl7rsVq1HbCkm68lmkDVBbbU0fa1M0DpzJwFadLr8jr_iTCm6pjzOJIWAOZ3CyS7gL0QStpxnQqGC394l-Xt6t0ZXs3BcpdRDHid3_4zdWL4AhCXq3qJ60VVlUTc8RKN_DsO2gYu7TyPJGxa61bOPfDmGqRkI8bxbPaPMyn9v8xfAmd47XrOx9DTrfSzHVv9IOLDaKtOdOetBhvGWVHtgeq8zQrJyRPaJiL0d75IaN-r9TKH2ysTZinrDiLP9UxLfXsPc62dwJiUa4o2qDkb3NoWW8b0s6VMInfo6D4LK-S-f1PbEfV8xEiDN4qAzvUvKcJn1fOcv8xyQfiLkjHKnI5r3qhWI0VTv_MH,Roots רותס,yes,0.95,"Identical street (Weizman/וייצמן) and house number (1) in same city (Acre/עכו). Name 'Roots' matches perfectly. Large distance likely due to coordinate error in our database, not disqualifying given strong address alignment.",https://maps.google.com/?cid=2158931044181118667&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner|LLM (other),7216,verified,llm,התורכי כשר,"הרצל 99, רחובות",31.8948,34.8117,ChIJF-RAEgW3AhURFuGsEdEx18I,שווארמה התורכי רחובות,"Herzl St 99, Rehovot, Israel",31.890243,34.81283,1.000,518,OPERATIONAL,food,meal_takeaway,meal_takeaway;barbecue_restaurant;catering_service;diner;buffet_restaurant;shawarma_restaurant;food_delivery;middle_eastern_restaurant;service;restaurant;food;point_of_interest;establishment,08-910-4133,4.1,763,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 12:00 AM | Friday: Closed | Saturday: 7:00 – 11:30 PM | Sunday: 9:00 AM – 11:00 PM,yes,places/ChIJF-RAEgW3AhURFuGsEdEx18I/photos/AaVGc3mJFCgCEzkp1vuzB8sAdlZA_1d2EwTUX6BipaDIULTYgSfk3RZJykjWp-pzhtoTpWSPsuN5rsywSt8eLQpAHEORmonvw7Lb9o7eo-3ICnmByEUuO7Y4Ol-Rs6a1ybptJWEesvaRByl1PSeFsMcSe65obFvNgjtq0X4zMU8YB10_Cd0XwygZ3M1XAVTKqXW8KKVtvnb5Zcrggggjg7jSa9TnwR71vUEqjm-n-00viBTjZyR9aQrO04q6ePqhHLst4oOY4ykFO5zS7qdx0BhA74Ys9pDj8Rl0XyLE0xEzaNZG23Cij0wEzOhD5tK-CsLDr596cyPs_SGqCaPKJlTXb3tB_HjCGCxJ4QeMEP0_3i3uAUQxcRGJu7FhGz6P8KiBQp0xNurd7_at5rpaNPOpZ3b8kvNlsKx1zPQ3YAG24-jJ2aPiSFDMLNcZAf_5dcak,שווארמה התורכי רחובות,yes,0.95,Unique name 'התורכי' (The Turkish) matches in both listings. Street (Herzl/הרצל) and house number (99) match exactly. City (Rehovot/רחובות) matches. Distance of 518m is likely a GPS error given perfect address alignment. Google's expanded name 'שווארמה התורכי' (Turkish Shawarma) is a descriptive variation of the same business.,https://maps.google.com/?cid=14039745137365278998&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner|address-first|high distance (>1km),6490,verified,address-first,יקב הזורעים,"קיבוץ גלויות 82, הזורעים",32.7,35.3667,ChIJpWt-hWVBHBURYPS9mUSGUxo,הזורעים יקב בוטיק - כשרות מהדרין,"קיבוץ גלויות 82, Hazor'im, 1520500, Israel",32.750923199999995,35.4984687,1.000,13565,OPERATIONAL,food,winery,winery;farm;manufacturer;service;food;point_of_interest;establishment,050-888-7483,4.4,64,"Monday: 9:00 AM – 2:00 PM, 7:00 – 11:00 PM | Tuesday: 9:00 AM – 2:00 PM, 7:00 – 11:00 PM | Wednesday: 9:00 AM – 2:00 PM, 7:00 – 11:00 PM | Thursday: 9:00 AM – 2:00 PM, 7:00 – 11:00 PM | Friday: 8:30 AM – 1:30 PM | Saturday: Closed | Sunday: 7:00 – 11:00 PM",yes,places/ChIJpWt-hWVBHBURYPS9mUSGUxo/photos/AaVGc3mXEhMuPw3WhbUdzB1n4eM-FcGT2uWQOsDtu-jhNAYxR-hBEWZMatbzpQgHrpraSbpObuR4A_P0p6_v3qy0mSp9Ji1gAWE6-uFPp_7Zr3kUf4H0CZqC_ARNm0LW7Ko7CGvvVWgHtsUkwrHhgb2cseQBgwCJ_Klgdj-1AKpXmk2jdjXIfAspbXsMH8g2RB1qKzGQdgKY2IjZyqCdmfHrFoKr97plrI_C3bqK6vai8i4_SedHKoM_pUY0256Dlj8fOaGDzX7ssQzj1CJ7j1i52fDigQthuy-jUKCWjo40O0JRnaYpJ8W25WmdPG5rJn8FUEFCtO0uXiS2lrt4x3mKEj-O3VMwsulUlJS1nPR968hQVQejYya7I4xbgieVzEtwZJpb5Et9TLKsxq3ZmNsO9PaWihKKTUvNTc5L9V4GUZa90U27,הזורעים יקב בוטיק - כשרות מהדרין,,,,https://maps.google.com/?cid=1897007497248371808&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner,5515,verified,regular,פלאפל בריבוע,"הדוגית 16, יבנה, Israel",31.8667392,34.7357534,ChIJ60dbSme6AhURKobSnVeKdT4,פלאפל בריבוע - יבנה,"מרכז רוגובין, הדוגית 16, יבנה, Israel",31.866760900000003,34.735754799999995,1.000,2,OPERATIONAL,food,fast_food_restaurant,fast_food_restaurant;restaurant;food;point_of_interest;establishment,08-940-0062,4.4,306,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 3:00 PM | Saturday: Closed | Sunday: 10:00 AM – 9:00 PM,yes,places/ChIJ60dbSme6AhURKobSnVeKdT4/photos/AaVGc3mbfHhmtSVF1MpeK2QWQximqifdM5tUljzl51Xt0P0UfdYLSSvll3Xfqcj5pmo-gl5cTr9nFYct9miDCPlI52QhhGGI-R7I2IyT3hR-FOIxjiUj87klCfNYXMHici88VxSS8TiaBtM3mZYzgxqoMb0rBeWqsfemlCr60Qrfn_zM3y2GpjMYjOlrQcH-q1tp3BAyGgYqTnLWYacOVwOvfuGfxglWpyEoVsvcHQoycjpDc6SGGSooKIuHf4XLj4zT_12apKyx-LBz2_7hw2t6NGY1o8uaXLShRXFHyTRS2UgUPRKfU8UjqAzn0d0IeUEoOWf396pZwdiqKkjVJyFMNuvSK6tOZIw_f-A7yBXnUXXRzECuOpIsX927lnF6vF9KqjYexWYwVRaMV_dvIYocY1syazdcBq6Noi9h-kYqfgY,Eldad - DUDA Yedidia,,,,https://maps.google.com/?cid=4500655511541286442&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner,2154,verified,regular,הפיצריה,"משה שרת 6, עפולה, Israel",32.6088838,35.2858299,ChIJsZX31BhTHBUR69OVP7cXlNw,הפיצריה The Pizza Place,"Moshe Sharet St 6, Afula, Israel",32.6106586,35.2872007,1.000,235,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,04-877-7019,2.9,29,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 2:00 PM | Saturday: 8:00 PM – 12:00 AM | Sunday: 10:00 AM – 11:00 PM,yes,places/ChIJsZX31BhTHBUR69OVP7cXlNw/photos/AaVGc3lG3v-4gPxEEgw5SGVaL3y2KTtYg3zHz2W5JjvTlS1l1B8qQnNex9gjyOmbPDMMLnS17sARUwshYp97bhTuYmvROGnQoNlDs5ixWQDC24NCy0g2ehMCGC0UcLtD6yyevmTnrRZ-YrE39jJYBamk37mlEMU8Yr1ixiLC5YALbpkeggI_6iW3lFcGgx9kKAOPUkOLtrXDV_zNRqenaEuESxAC3izkSW5_dCx86czZbEp-vDpglsvegtxmBCGJAL_tKfwGM3W6Nx1Ec5PAsb5oxGdcEl1h2zgorE-fd32M39P6UtnEQDkzv3_e19zbPio-3i7xXqpBU4-4A0ijNjrFBAxLVAolDEeevzqAyb6BZ_7FinqlHABMjF1fDEkaYd-6PB0wwmPNN4IS87OjB8e61_OK6WLI41F1_65edWs5ZMz70Gws,Michael T,,,,https://maps.google.com/?cid=15894355060710560747&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner|address-first|high distance (>1km),6867,verified,address-first,Miss & Mr,"יואל משה סלומון 12, ירושלים",31.7683,35.2137,ChIJbxbKd4opAxUR818_bcTBGeg,Miss & Mr,"Yo'el Moshe Salomon St 12, Jerusalem, 9463312, Israel",31.7805556,35.2197222,1.000,1477,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,050-535-7811,4.5,638,Monday: 7:00 – 11:00 PM | Tuesday: 7:00 – 11:00 PM | Wednesday: 7:00 – 11:00 PM | Thursday: 7:30 PM – 12:00 AM | Friday: Closed | Saturday: 7:30 PM – 12:00 AM | Sunday: 7:00 – 11:00 PM,yes,places/ChIJbxbKd4opAxUR818_bcTBGeg/photos/AaVGc3kqdTApWwTOlqLk_JAvZzTMttg1GjJRx7MwK3-7Ush-wAwV-Tthk1FFha9s4Ei-7ccqqbN11NfycB8gfzkuMJ9cC8hx82lZk9tcVPsMahieAX_OIffUbv-d1U9oiz8NpcK5_a0wktcuwohea9WoarG_Rldb8eE5zVXzLbQsHn-qZ941qEFN_L4nF5gLKoHW283czDz2QSc4HZAf9NoNvyK0Q7t4ss_9WSeGkq7PunMAc_EIm8CkhfBA328QGRB9U9hY52mwqpibV_c_qvqz2Y14VwM9xsEr4x46AIonlH8IuwpZ7zkPQqvMIC9ui8Nw0XqF7wQJRay_axZMwU4T9vDjyNjeYFkG7IwMJ7oTJmUCZiT3Y2pIA9bym7Cm_JbwV4fCW76VsyWL_1y86pz3dA9_f19Wy0hkVv6OEaoYLva_nXCus-X9rajEWP1ZFA,Miss & Mr,,,,https://maps.google.com/?cid=16724611740607668211&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner|high distance (>1km)|LLM (other),6666,verified,llm,עלאש גריל,"שדרות הרכס 13, מודיעין",31.898,35.01,ChIJx0GXvhPNAhUR8PoHRMJlvQo,Ala'esh,"HaReches Blvd 13, Modi'in-Maccabim-Re'ut, 7178628, Israel",31.9229183,34.990913299999995,1.000,3305,OPERATIONAL,food,restaurant,barbecue_restaurant;steak_house;restaurant;food;point_of_interest;establishment,08-665-8899,4.7,4446,Monday: 11:30 AM – 11:00 PM | Tuesday: 11:30 AM – 11:00 PM | Wednesday: 11:30 AM – 11:00 PM | Thursday: 11:30 AM – 11:30 PM | Friday: 11:00 AM – 4:00 PM | Saturday: 7:00 – 11:00 PM | Sunday: 11:30 AM – 11:00 PM,yes,places/ChIJx0GXvhPNAhUR8PoHRMJlvQo/photos/AaVGc3ns7Yg0PfFe6_Z9Ypuz-n9jJOSXmECVujSeE42_Fn5hjV7qfwlWWVd9hyk05lIYY9n7FPXcn9WbXyiIWQGHkSMjpC6igXy3eOzwvg4NEkvog19vzOjbI_khYXVt13WuZ-ACuf9-qC2vQUyHAsXFDuU2rrWR1alQV7eCROy8vSINgvRh86lKL02fPWSldv2N-A1afyCzGDEj7wEsnAsjbw_dOta_yspu7XUDDq52CKoUuZKv7Aw3tWvNxfDknUZNzgDml1gNlY8U3U_StaNK4YOn4VvFAwHBfT-DsQy99y6r7QIDa8OPLm08RGvc0HO44uQidRGr6tJLa5K1eLqmpBQP1V17XZyVbKcnZcpwImyEyrbSi6fpXjTh8DzJzjv3oVEU9z5O9IuzCJ-ncc1eLQoSKWsZ9x-A2g0pjBM_W_0-UQ,Szalczer Gyula,yes,0.95,"Name matches (עלאש = Ala'esh transliteration), street and house number identical (HaReches/שדרות הרכס 13), same city (Modi'in/מודיעין). Large distance metric likely due to coordinate error in our system, but address match is clear.",https://maps.google.com/?cid=773886596017027824&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner|high distance (>1km)|LLM (other),3432,verified,llm,ג'ק ביי בלאק,"שד' נים 2, קניון עזריאלי ראשונים, ראשון לציון, Israel",31.9635712,34.8101149,ChIJtU7NmXq1AhURrJ_10IMOf0k,ג׳ק ביי בלאק,"Sderot Nim 2, Rishon LeZion, Israel",31.949596300000003,34.803997599999995,1.000,1658,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,03-632-5705,2.9,8,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 4:00 PM | Saturday: 8:30 – 11:00 PM | Sunday: 11:00 AM – 10:00 PM,yes,places/ChIJtU7NmXq1AhURrJ_10IMOf0k/photos/AaVGc3mB8MqZws-Sf3QZ6pE4n92GRPx6UT8il747NxmkqZW59HRDc49WL_GBwoZsp_b5AOEUN59ObHOImObGjqJn1IDdrCFAoHwFbdlg1tK63kwBhbT7gEOLjlSa05Jw2IwaBx642Bv2xU8wFONY9c6CoISyvPuyFNHvIpxZUb71PfoRlSb8D0AA6qorIVFmHWwpuf01ejilRdcFUZUw_tlrCnMuV5V_t1n8_4eWeNLbsBM3Sf6xnWnzUZE9CA6GGVsQq-Dcx2BbILgegqBmLAZV2wahAUZNiVx8N0IBx_1HIbpyWxzT9cxImYO6zIBzfPn3KzMbtDUgievv2AJNra7yomAJIrHRCLtA-MbpPmebY9WymeYY45I1vZU9Oe9SSlqaNO0Y4ztMwg2vQ8Wh_W9tYpvToj8dYZzDnfcEmLF7YyaALWjH,ג׳ק ביי בלאק,yes,0.95,"Names match identically (Jack by Black - Hebrew spelling variants are irrelevant). Address components align perfectly: Sderot Nim 2, Rishon LeZion. The 1658m distance discrepancy is likely due to coordinate errors in one database, but street+house number match exactly. Unique restaurant name confirms same business.",https://maps.google.com/?cid=5295967646120255404&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner|address-first|high distance (>1km),6542,verified,address-first,Luciana ממילא,"שד' ממילא 8, ירושלים",31.7683,35.2137,ChIJM7doTC8oAxUR9cMWDzXzuLc,Luciana,"ממילא 8, קניון ממילא, Jerusalem",31.777463899999994,35.225681,1.000,1524,OPERATIONAL,food,italian_restaurant,italian_restaurant;restaurant;food;point_of_interest;establishment,02-502-1000,4.1,5160,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 9:00 AM – 2:00 PM | Saturday: 6:00 PM – 12:00 AM | Sunday: 10:00 AM – 11:00 PM,yes,places/ChIJM7doTC8oAxUR9cMWDzXzuLc/photos/AaVGc3m030PE9I6JZTZ-vnbuCE3rFDLhvztHiXq0N_329m8Ld56sGdqNMOeZYJgmbhK8NuuSuQFvoM3z8I8fEQYgNNeT4eWCpmT8os6h8rxQb_DfdpU72KpHIVNDMjZOsDCbJIcztTmoTHxOoczgWLXmwGPCapgaJD2LWmKEDw7-qNk5498fgb7Tj_Y4XA_4DQzh8NgThlFJzUHubqWEqLYXWRWxoPJF01EEarhvf-l5HFrpMuB-kzJRf5MmOfTqmnEbvUOkBOdv2h36gaRL7XW_g24FuL_C0FBOiLPzcN-yeCaM8UwEqLDTanhirH4DiS0IvuQBeAVqZd37n7steqqCJ5xep5fFSt5HacsZ5uMt3FmHIqUh3cagA_RP4XMx9af1R_sEdbBpbaCg_1AiKKseLUqXqSGDKKtmf6riZstIFUwBMBQ,Menachem Zeivald,,,,https://maps.google.com/?cid=13238598513867539445&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
